,"Historical Consumer Price Index for All Urban Consumers (CPI-U): U.S. city average, all items, index averages",,,,,
,"[1982-84=100, unless otherwise noted]",,,,,
,,,,,,
Indent Level,Year,"Semiannual
averages","Semiannual
averages",year_average,"Percent change
from previous","Percent change
from previous"
,,"1st
half","2nd
half",,Dec.,"Annual
avg."
,,,,,,
0,1913,–,–,9.9,–,–
0,1914,–,–,10,1,1
0,1915,–,–,10.1,2,1
0,1916,–,–,10.9,12.6,7.9
0,1917,–,–,12.8,18.1,17.4
0,1918,–,–,15.1,20.4,18
0,1919,–,–,17.3,14.5,14.6
0,1920,–,–,20,2.6,15.6
0,1921,–,–,17.9,-10.8,-10.5
0,1922,–,–,16.8,-2.3,-6.1
0,1923,–,–,17.1,2.4,1.8
0,1924,–,–,17.1,0,0
0,1925,–,–,17.5,3.5,2.3
0,1926,–,–,17.7,-1.1,1.1
0,1927,–,–,17.4,-2.3,-1.7
0,1928,–,–,17.1,-1.2,-1.7
0,1929,–,–,17.1,0.6,0
0,1930,–,–,16.7,-6.4,-2.3
0,1931,–,–,15.2,-9.3,-9
0,1932,–,–,13.7,-10.3,-9.9
0,1933,–,–,13,0.8,-5.1
0,1934,–,–,13.4,1.5,3.1
0,1935,–,–,13.7,3,2.2
0,1936,–,–,13.9,1.4,1.5
0,1937,–,–,14.4,2.9,3.6
0,1938,–,–,14.1,-2.8,-2.1
0,1939,–,–,13.9,0,-1.4
0,1940,–,–,14,0.7,0.7
0,1941,–,–,14.7,9.9,5
0,1942,–,–,16.3,9,10.9
0,1943,–,–,17.3,3,6.1
0,1944,–,–,17.6,2.3,1.7
0,1945,–,–,18,2.2,2.3
0,1946,–,–,19.5,18.1,8.3
0,1947,–,–,22.3,8.8,14.4
0,1948,–,–,24.1,3,8.1
0,1949,–,–,23.8,-2.1,-1.2
0,1950,–,–,24.1,5.9,1.3
0,1951,–,–,26,6,7.9
0,1952,–,–,26.5,0.8,1.9
0,1953,–,–,26.7,0.7,0.8
0,1954,–,–,26.9,-0.7,0.7
0,1955,–,–,26.8,0.4,-0.4
0,1956,–,–,27.2,3,1.5
0,1957,–,–,28.1,2.9,3.3
0,1958,–,–,28.9,1.8,2.8
0,1959,–,–,29.1,1.7,0.7
0,1960,–,–,29.6,1.4,1.7
0,1961,–,–,29.9,0.7,1
0,1962,–,–,30.2,1.3,1
0,1963,–,–,30.6,1.6,1.3
0,1964,–,–,31,1,1.3
0,1965,–,–,31.5,1.9,1.6
0,1966,–,–,32.4,3.5,2.9
0,1967,–,–,33.4,3,3.1
0,1968,–,–,34.8,4.7,4.2
0,1969,–,–,36.7,6.2,5.5
0,1970,–,–,38.8,5.6,5.7
0,1971,–,–,40.5,3.3,4.4
0,1972,–,–,41.8,3.4,3.2
0,1973,–,–,44.4,8.7,6.2
0,1974,–,–,49.3,12.3,11
0,1975,–,–,53.8,6.9,9.1
0,1976,–,–,56.9,4.9,5.8
0,1977,–,–,60.6,6.7,6.5
0,1978,–,–,65.2,9,7.6
0,1979,–,–,72.6,13.3,11.3
0,1980,–,–,82.4,12.5,13.5
0,1981,–,–,90.9,8.9,10.3
0,1982,–,–,96.5,3.8,6.2
0,1983,–,–,99.6,3.8,3.2
0,1984,102.9,104.9,103.9,3.9,4.3
0,1985,106.6,108.5,107.6,3.8,3.6
0,1986,109.1,110.1,109.6,1.1,1.9
0,1987,112.4,114.9,113.6,4.4,3.6
0,1988,116.8,119.7,118.3,4.4,4.1
0,1989,122.7,125.3,124,4.6,4.8
0,1990,128.7,132.6,130.7,6.1,5.4
0,1991,135.2,137.2,136.2,3.1,4.2
0,1992,139.2,141.4,140.3,2.9,3
0,1993,143.7,145.3,144.5,2.7,3
0,1994,147.2,149.3,148.2,2.7,2.6
0,1995,151.5,153.2,152.4,2.5,2.8
0,1996,155.8,157.9,156.9,3.3,3
0,1997,159.9,161.2,160.5,1.7,2.3
0,1998,162.3,163.7,163,1.6,1.6
0,1999,165.4,167.8,166.6,2.7,2.2
0,2000,170.8,173.6,172.2,3.4,3.4
0,2001,176.6,177.5,177.1,1.6,2.8
0,2002,178.9,180.9,179.9,2.4,1.6
0,2003,183.3,184.6,184,1.9,2.3
0,2004,187.6,190.2,188.9,3.3,2.7
0,2005,193.2,197.4,195.3,3.4,3.4
0,2006,200.6,202.6,201.6,2.5,3.2
0,2007,205.709,208.976,207.342,4.1,2.8
0,2008,214.429,216.177,215.303,0.1,3.8
0,2009,213.139,215.935,214.537,2.7,-0.4
0,2010,217.535,218.576,218.056,1.5,1.6
0,2011,223.598,226.28,224.939,3,3.2
0,2012,228.85,230.338,229.594,1.7,2.1
0,2013,232.366,233.548,232.957,1.5,1.5
0,2014,236.384,237.088,236.736,0.8,1.6
0,2015,236.265,237.769,237.017,0.7,0.1
0,2016,238.778,241.237,240.007,2.1,1.3
0,2017,244.076,246.163,245.12,2.1,2.1
0,2018,250.089,252.125,251.107,1.9,2.4
0,2019,254.412,256.903,255.657,2.3,1.8
0,2020,257.557,260.065,258.811,1.4,1.2
0,2021,266.236,275.703,270.97,7,4.7
0,2022,288.347,296.963,292.655,6.5,8
0,2023,302.408,306.996,304.702,3.4,4.1
0,2024,312.145,315.233,313.689,2.9,2.9
0,2025,–,–,–,–,–
